cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score
2013-2014,8450,YESPhilly,Alternative,6-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8450,YESPhilly,Alternative,6-Year Graduation Rate,Gender,Female,45,29,64.44
2013-2014,8450,YESPhilly,Alternative,6-Year Graduation Rate,Gender,Male,39,14,35.9
2013-2014,8450,YESPhilly,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,72,36,50
2013-2014,8450,YESPhilly,Alternative,6-Year Graduation Rate,IEP,IEP,12,7,58.33
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,All Students,All Students,39,12,30.77
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,ELL,Non-EL,38,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,34,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,36,11,30.56
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Gender,Female,18,9,50
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,Gender,Male,21,3,14.29
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,29,10,34.48
2013-2014,8460,Philadelphia Learning Academy West,Alternative,4-Year Graduation Rate,IEP,IEP,10,2,20
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,All Students,All Students,38,13,34.21
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,ELL,Non-EL,37,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,33,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,36,12,33.33
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Gender,Female,16,10,62.5
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,Gender,Male,22,3,13.64
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,28,11,39.29
2013-2014,8460,Philadelphia Learning Academy West,Alternative,5-Year Graduation Rate,IEP,IEP,10,2,20
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,All Students,All Students,36,15,41.67
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,ELL,Non-EL,35,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,31,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,34,14,41.18
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Gender,Female,16,11,68.75
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,Gender,Male,20,4,20
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,27,s,s
2013-2014,8460,Philadelphia Learning Academy West,Alternative,6-Year Graduation Rate,IEP,IEP,9,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,All Students,All Students,50,16,32
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,ELL,EL,5,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,ELL,Non-EL,45,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,48,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,2,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,36,14,38.89
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,13,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Gender,Female,12,4,33.33
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,Gender,Male,38,12,31.58
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,33,13,39.39
2013-2014,8470,Philadelphia Learning Academy North,Alternative,4-Year Graduation Rate,IEP,IEP,17,3,17.65
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,All Students,All Students,49,18,36.73
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,ELL,EL,3,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,ELL,Non-EL,46,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,48,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,36,15,41.67
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,12,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Gender,Female,12,4,33.33
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Gender,Male,37,14,37.84
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,33,15,45.45
2013-2014,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,IEP,IEP,16,3,18.75
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,All Students,All Students,48,20,41.67
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,ELL,EL,3,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,ELL,Non-EL,45,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,46,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,2,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,36,17,47.22
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,11,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Gender,Female,12,5,41.67
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,Gender,Male,36,15,41.67
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,33,17,51.52
2013-2014,8470,Philadelphia Learning Academy North,Alternative,6-Year Graduation Rate,IEP,IEP,15,3,20
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,All Students,All Students,9,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,ELL,Non-EL,8,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,7,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,2,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Ethnicity,Asian,2,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,4,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Ethnicity,White,3,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Gender,Female,4,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,Gender,Male,5,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,5,s,s
2013-2014,8480,Ombudsman South,Alternative,4-Year Graduation Rate,IEP,IEP,4,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,All Students,All Students,9,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,ELL,Non-EL,8,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,7,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,2,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Ethnicity,Asian,2,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,4,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Ethnicity,White,3,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Gender,Female,4,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,Gender,Male,5,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,5,s,s
2013-2014,8480,Ombudsman South,Alternative,5-Year Graduation Rate,IEP,IEP,4,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,All Students,All Students,12,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,ELL,Non-EL,11,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,9,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,3,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Ethnicity,Asian,2,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,5,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Ethnicity,White,5,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Gender,Female,6,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,Gender,Male,6,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,8,s,s
2013-2014,8480,Ombudsman South,Alternative,6-Year Graduation Rate,IEP,IEP,4,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,All Students,All Students,51,2,3.92
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,ELL,Non-EL,50,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,44,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,7,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,48,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,2,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Gender,Female,2,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Gender,Male,49,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,30,s,s
2013-2014,8540,Pennypack House School,Alternative,4-Year Graduation Rate,IEP,IEP,21,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,All Students,All Students,50,4,8
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,ELL,Non-EL,49,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,43,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,7,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,45,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,4,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Gender,Female,1,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Gender,Male,49,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,32,s,s
2013-2014,8540,Pennypack House School,Alternative,5-Year Graduation Rate,IEP,IEP,18,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,All Students,All Students,54,7,12.96
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,ELL,EL,2,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,ELL,Non-EL,52,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,48,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,6,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,49,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,4,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Ethnicity,White,1,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Gender,Female,1,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,Gender,Male,53,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,35,s,s
2013-2014,8540,Pennypack House School,Alternative,6-Year Graduation Rate,IEP,IEP,19,s,s
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,All Students,All Students,37,33,89.19
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,ELL,Non-EL,36,s,s
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,28,s,s
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,9,s,s
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,Ethnicity,Black/African American,37,33,89.19
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,Gender,Female,19,18,94.74
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,Gender,Male,18,15,83.33
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,28,s,s
2013-2014,8560,The Workshop School,District,4-Year Graduation Rate,IEP,IEP,9,s,s
2013-2014,8560,The Workshop School,District,5-Year Graduation Rate,All Students,All Students,37,33,89.19
2013-2014,8560,The Workshop School,District,5-Year Graduation Rate,ELL,EL,1,s,s
2013-2014,8560,The Workshop School,District,5-Year Graduation Rate,ELL,Non-EL,36,s,s
2013-2014,8560,The Workshop School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,28,s,s
2013-2014,8560,The Workshop School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,9,s,s
